session_id,window_end_elapsed_seconds,transport_type,throughput_mean,throughput_median,throughput_min,throughput_max,throughput_std,throughput_p10,throughput_p25,throughput_first,throughput_last,throughput_change,throughput_slope,throughput_coefficient_variation,measurements_count,lookback_duration_seconds,proportion_below_low,proportion_below_medium,proportion_below_high,current_profile,required_capacity_mbps,future_throughput_mean,future_throughput_min,future_throughput_p10,future_profile,future_below_low,downgrade_needed,split
report_bicycle_0001,120,bicycle,32.4696887962364,32.594599599599604,7.238537462537463,57.138994994994995,10.747887039833179,17.829920573826175,25.07348681081081,16.82335238095238,38.068752,21.245399619047625,8.634893783955944e-05,0.33101293662780595,120,120,0.0,0.0,0.0,2,6.75,30.343080089185868,7.884304,17.314757977157978,2,0,0,validation
report_bicycle_0001,130,bicycle,32.90465281574175,33.186840000000004,7.238537462537463,57.138994994994995,10.749109871620105,18.202496,25.402704,31.2876,30.507008,-0.7805920000000022,7.15964318571984e-05,0.32667446551746254,120,120,0.0,0.0,0.0,2,6.75,30.757775263255088,7.884304,17.314757977157978,2,0,0,validation
report_bicycle_0001,140,bicycle,33.19505796002676,33.0790395995996,7.238537462537463,57.138994994994995,11.345561969198885,18.202496,24.993272,42.198304,23.830688,-18.367616,0.00011391105965433986,0.3417846711658442,120,120,0.0,0.0,0.0,2,6.75,30.115372573539954,7.884304,16.881039612239615,2,0,0,validation
report_bicycle_0001,150,bicycle,31.73883119524693,30.728216,7.238537462537463,57.138994994994995,12.071672834751517,15.870887407407407,23.76792691091091,25.272,35.04,9.768,6.958702501760932e-05,0.3803439629043214,120,120,0.0,0.0,0.0,2,6.75,31.200882577629777,8.961184,18.541193600000003,2,0,0,validation
report_bicycle_0001,160,bicycle,32.06304512219806,31.10848,7.238537462537463,57.138994994994995,11.855700773992416,15.870887407407407,24.302176000000003,19.839616,27.344896,7.505279999999999,1.6597780743386144e-05,0.36976215854758016,120,120,0.0,0.0,0.0,2,6.75,32.141374388484344,8.961184,18.541193600000003,2,0,0,validation
report_bicycle_0001,170,bicycle,33.01306644351031,33.0790395995996,7.238537462537463,57.138994994994995,11.694462051354273,17.827424129729728,24.993272,7.938,17.3612972972973,9.4232972972973,-2.7122781199418256e-05,0.35423737662676785,120,120,0.0,0.0,0.0,2,6.75,32.76142123214923,8.961184,19.11137584577585,2,0,0,validation
report_bicycle_0001,180,bicycle,32.65341902035276,30.887272,7.238537462537463,57.138994994994995,11.654433747547857,17.9834864,24.635104000000002,25.446272,25.346637362637367,-0.09963463736263378,-8.871868835654926e-05,0.3569131226437174,120,120,0.0,0.0,0.0,2,6.75,33.82459749576141,8.961184,19.87364780804781,2,0,0,validation
report_bicycle_0001,190,bicycle,32.50172082838643,30.293799704295708,7.238537462537463,57.138994994994995,11.556766258755154,18.177692800000003,24.070184,25.050704,26.12064,1.069936000000002,-0.00016287490023099598,0.35557398082939895,120,120,0.0,0.0,0.0,2,6.75,35.043765643491604,8.961184,20.834724137124137,2,0,0,validation
report_bicycle_0001,200,bicycle,31.18842046116806,29.693307092907098,7.884304,53.706752,11.131397120389895,18.177692800000003,23.008568936936936,52.1704,21.008288,-31.162112,-0.0001868536266082446,0.3569080112360716,120,120,0.0,0.0,0.0,2,6.75,36.30386581481915,8.961184,21.82130783136863,2,0,0,validation
report_bicycle_0001,210,bicycle,30.670809075455214,29.538323092907095,7.884304,53.706752,10.849077857434288,18.177692800000003,22.522208687312688,53.706752,22.13904,-31.567712,-0.00014208752044925487,0.3537264970983902,120,120,0.0,0.0,0.0,2,6.75,36.843318511891134,8.961184,21.82130783136863,2,0,0,validation
report_bicycle_0001,220,bicycle,29.13513948594882,28.718292236236238,7.884304,53.25536863136864,10.911113156586133,15.17034521081081,21.05105294705295,51.331072,13.9564,-37.374672,-0.00012882333956425432,0.3745001173530781,120,120,0.0,0.0,0.0,2,6.75,37.18869814166366,8.961184,22.57567447007447,2,0,0,validation
report_bicycle_0001,230,bicycle,27.930187497945365,27.320874154154154,7.884304,53.25536863136864,10.362468963852054,14.680136136136138,21.019017054945056,38.991808,27.316308308308308,-11.67549969169169,-9.953416859307891e-05,0.37101322590886116,120,120,0.0,0.0,0.0,2,6.75,36.95522550626471,14.759640359640361,21.778279282317683,2,0,0,validation
report_bicycle_0001,240,bicycle,26.990540957624425,26.192232,7.884304,53.25536863136864,10.088781013723878,14.680136136136138,20.844777402597405,33.42288,26.45514485514486,-6.967735144855141,-8.141066659654815e-05,0.3737895075746508,120,120,0.0,0.0,0.0,2,6.75,36.37339052575346,1.760016,20.475657599999998,2,0,0,validation
report_bicycle_0001,250,bicycle,26.916916975806178,25.46050586850587,7.884304,53.25536863136864,10.251352444919469,14.680136136136138,20.84083116883117,52.559872,24.6564,-27.903471999999997,-3.174741271732613e-05,0.3808516574960545,120,120,0.0,0.0,0.0,2,6.75,35.10524122433794,1.760016,16.5708576,2,0,0,validation
report_bicycle_0001,260,bicycle,25.63383702997796,24.97825374625375,7.884304,48.234496,8.780172730406882,14.680136136136138,20.544696,22.606528,26.20108108108108,3.594553081081081,2.1771336197618646e-05,0.3425227647401654,120,120,0.0,0.0,0.0,2,6.75,34.36101521182259,1.760016,11.6888416,2,0,0,validation
report_bicycle_0001,270,bicycle,26.98937345608999,26.338184,8.961184,48.234496,8.685206509162832,17.299893493493496,21.05105294705295,33.74448,33.041550449550456,-0.7029295504495465,2.2335936104445623e-05,0.32180096819561654,120,120,0.0,0.0,0.0,2,6.75,33.24610815835012,1.760016,11.532914436036036,2,0,0,validation
report_bicycle_0001,280,bicycle,28.362345800859007,26.637816,8.961184,54.247424,10.12329217139228,17.299893493493496,21.103646865134866,48.234496,43.718416,-4.516080000000002,8.921841356033372e-05,0.35692718234489884,120,120,0.0,0.0,0.0,2,6.75,32.2157916462536,1.760016,11.50084625934066,2,0,0,validation
report_bicycle_0001,290,bicycle,29.149772924110394,26.912264,8.961184,54.247424,10.760983999060683,17.868965925925927,21.713180735264736,29.7128,42.985312,13.272511999999999,0.00016773652467911828,0.3691618465459827,120,120,0.0,0.0,0.0,2,6.75,31.96088282892212,1.760016,11.50084625934066,2,0,0,validation
report_bicycle_0001,300,bicycle,30.849868895154895,27.430560159840162,8.961184,54.247424,11.642144537391541,17.868965925925927,22.168802042042046,14.71610810810811,45.79663536463537,31.08052725652726,0.0001985231387103167,0.37738068116133844,120,120,0.0,0.0,0.0,2,6.75,31.940180662675246,1.760016,11.50084625934066,2,0,0,validation
report_bicycle_0001,310,bicycle,32.38940867677468,29.284182932182933,8.961184,54.247424,11.923428051189841,19.849455297455297,22.674208,24.75588411588412,27.775968,3.0200838841158806,0.00019956498576384696,0.36812737676621177,120,120,0.0,0.0,0.0,2,6.75,31.612235723001504,1.760016,11.50084625934066,2,0,0,validation
report_bicycle_0001,320,bicycle,33.008536526926264,30.766607999999998,8.961184,54.247424,11.620360701526673,20.369190747547545,24.77046,27.53568031968032,33.333168,5.79748768031968,0.00013427676940418662,0.35204107555775827,120,120,0.0,0.0,0.0,2,6.75,32.07153263509993,1.760016,11.50084625934066,2,0,0,validation
report_bicycle_0001,330,bicycle,33.39192937027511,31.201056,8.961184,54.247424,11.736431029757952,20.369190747547545,24.907434685314687,47.497216,38.37623176823177,-9.120984231768233,0.00015333568376296874,0.35147507949048046,120,120,0.0,0.0,0.0,2,6.75,32.15324977647013,1.760016,11.50084625934066,2,0,0,validation
report_bicycle_0001,340,bicycle,35.220228695990166,32.701366161838166,8.961184,57.278464,11.297256759585803,21.898308040759243,26.469430213786215,8.961184,42.469744,33.50856,0.00014811165762154335,0.32076046004982356,120,120,0.0,0.0,0.0,2,6.75,31.397889726679942,1.760016,11.50084625934066,2,0,0,validation
report_bicycle_0002,120,bicycle,16.150963033956376,11.193584,0.0,64.74878078078078,15.167973074476114,0.09705600000000005,3.4688172608172607,0.0,10.126176,10.126176,-8.575513344628206e-06,0.9391373779127853,120,120,0.11666666666666667,0.24166666666666667,0.4083333333333333,0,6.75,21.24706926289425,0.8204044044044044,8.0944704,2,0,0,train
report_bicycle_0002,130,bicycle,15.243662182684591,10.385323892107893,0.0,64.74878078078078,14.794025548382368,1.1452047792207798,3.6701276796796796,20.880928,10.234432,-10.646496,1.483996403556249e-05,0.9705033718988493,120,120,0.10833333333333334,0.23333333333333334,0.4,0,6.75,22.10184921716025,0.8204044044044044,8.2961312,2,0,0,train
report_bicycle_0002,140,bicycle,14.823412011600821,9.746144000000001,0.0,64.74878078078078,14.77299456787732,1.1452047792207798,3.6701276796796796,9.00464,8.314464,-0.690176000000001,6.811445670598066e-06,0.9965987963038438,120,120,0.10833333333333334,0.23333333333333334,0.4,0,6.75,22.742894138681613,0.8204044044044044,8.810330455255254,2,0,0,train
report_bicycle_0002,150,bicycle,15.8008381895998,11.9978207007007,0.0,64.74878078078078,14.64039714237113,1.1452047792207798,4.375608,3.4151128871128877,33.441184,30.026071112887113,-2.733070694350627e-05,0.9265582601818885,120,120,0.10833333333333334,0.2,0.3333333333333333,0,6.75,23.50867936105546,0.8204044044044044,8.956112000000001,2,0,0,train
report_bicycle_0002,160,bicycle,17.080573884424293,13.274688,0.0,64.74878078078078,14.069055644733139,2.7981732827172827,6.737304,0.0,9.462752,9.462752,-8.346637485156381e-05,0.8236875259538354,120,120,0.08333333333333333,0.13333333333333333,0.25,0,6.75,24.799832923222887,0.8204044044044044,8.956112000000001,2,0,0,train
report_bicycle_0002,170,bicycle,18.818238571704182,15.69352,0.0,64.74878078078078,13.202310869176964,4.488300799999999,9.410994093906094,14.828,12.518489510489513,-2.3095104895104868,-0.00014409189579009195,0.7015699593174709,120,120,0.008333333333333333,0.05,0.16666666666666666,1,6.75,25.853944092814586,0.8204044044044044,8.956112000000001,2,0,0,train
report_bicycle_0002,180,bicycle,18.867356882982758,15.801152,0.0,64.74878078078078,12.981648461735777,4.488300799999999,9.429664576576576,53.55722677322678,24.297001001001,-29.26022577222578,-4.619770030109752e-05,0.6880480685370645,120,120,0.008333333333333333,0.05,0.15833333333333333,1,6.75,26.22055302792397,0.8204044044044044,8.956112000000001,2,0,0,train
report_bicycle_0002,190,bicycle,18.715535456655722,15.801152,0.0,64.74878078078078,12.278674897566177,4.488300799999999,9.429664576576576,39.63790990990991,37.473121121121125,-2.1647887887887833,0.0001253761650810626,0.65606858676328,120,120,0.008333333333333333,0.05,0.15833333333333333,1,6.75,26.791290389868266,0.8204044044044044,8.956112000000001,2,0,0,train
report_bicycle_0002,200,bicycle,19.69099460520447,16.014464,0.0,70.90458341658342,14.12965207925379,4.488300799999999,9.429664576576576,25.72288,27.455871871871874,1.7329918718718744,0.00024312144589349122,0.7175692423133986,120,120,0.008333333333333333,0.05,0.16666666666666666,1,6.75,26.658601734333924,0.8204044044044044,9.223254025225227,2,0,0,train
report_bicycle_0002,210,bicycle,20.018599237179505,17.003568,0.0,70.90458341658342,13.532929245280418,4.488300799999999,9.552032,0.0,22.531004995004995,22.531004995004995,0.00026636339880182727,0.6760177915019354,120,120,0.008333333333333333,0.05,0.16666666666666666,1,6.75,28.165975239013026,0.8204044044044044,9.42259006454153,2,0,0,train
report_bicycle_0002,220,bicycle,21.24317290695184,18.462208,2.7471728271728275,70.90458341658342,13.157335109998021,5.8221900179820185,11.449704,4.270464,17.398966966966967,13.128502966966966,0.00024311560457169096,0.619367698395576,120,120,0.0,0.03333333333333333,0.125,1,6.75,29.03260427255015,0.8204044044044044,9.42259006454153,2,0,0,train
report_bicycle_0002,230,bicycle,22.653040916155046,20.604176000000002,3.116576,70.90458341658342,12.10524193722371,9.368978075675676,13.285471999999999,5.33808,16.4512,11.11312,0.00016380094185167927,0.5343760240414717,120,120,0.0,0.008333333333333333,0.041666666666666664,2,6.75,30.59733130159949,0.8204044044044044,9.42259006454153,2,0,0,train
report_bicycle_0002,240,bicycle,23.084734946065883,20.816680776776778,1.072143856143856,70.90458341658342,11.624173171917764,9.569888,15.840192,12.072896,1.072143856143856,-11.000752143856143,9.973956491340738e-05,0.5035437140203667,120,120,0.008333333333333333,0.008333333333333333,0.025,2,6.75,31.347472636946513,0.0,8.810330455255254,2,0,0,train
report_bicycle_0002,250,bicycle,23.352973567743433,21.158328776776777,0.8204044044044044,70.90458341658342,11.660324156784455,10.498948830369631,16.373005005005005,13.25312,11.647583583583584,-1.605536416416415,2.941599336515993e-05,0.49930789854061297,120,120,0.016666666666666666,0.016666666666666666,0.03333333333333333,2,6.75,32.82343080421775,0.0,8.956112000000001,2,0,0,train
report_bicycle_0002,260,bicycle,23.076056478627414,21.158328776776777,0.8204044044044044,70.90458341658342,11.94360713639752,9.223254025225225,16.124764764764766,10.600855144855146,9.25113913913914,-1.3497160057160063,-8.256927597856201e-05,0.5175757455551148,120,120,0.016666666666666666,0.016666666666666666,0.041666666666666664,2,6.75,35.04104915556551,0.0,12.37695041598402,2,0,0,train
report_bicycle_0002,270,bicycle,22.69379402548939,20.809072,0.8204044044044044,70.90458341658342,12.011962476668728,9.36558958958959,14.306816996225566,22.031712,11.225664,-10.806047999999999,-0.00015230124982097725,0.5293060500671258,120,120,0.016666666666666666,0.016666666666666666,0.041666666666666664,2,6.75,35.56503852221149,0.0,14.30181031768232,2,0,0,train
report_bicycle_0002,280,bicycle,22.173350308443542,21.157456,0.8204044044044044,70.90458341658342,12.717550450040939,7.0959527992008,12.760887112887115,21.708192,27.33177977977978,5.623587779779779,-0.00021847336150078371,0.573551144645838,120,120,0.016666666666666666,0.041666666666666664,0.09166666666666666,2,6.75,35.988944166318376,0.0,15.638528,2,0,0,train
report_bicycle_0002,290,bicycle,22.67091631329248,21.69272,0.8204044044044044,70.90458341658342,13.057586076203862,6.9535232,12.661568735264737,34.36835235235235,32.022688,-2.345664352352351,-0.0002052047993782487,0.5759619900563039,120,120,0.016666666666666666,0.05,0.1,2,6.75,36.1935277865331,0.0,15.661465600000001,2,0,0,train
report_bicycle_0002,300,bicycle,22.604799753857233,22.208670497502496,0.8204044044044044,70.90458341658342,13.022099507363476,6.9535232,12.963598049009816,34.524768,31.096896,-3.4278720000000007,-0.000138190399573465,0.5760767469369603,120,120,0.016666666666666666,0.05,0.1,2,6.75,35.435154059671746,0.0,15.44514981954982,2,0,0,train
report_bicycle_0002,310,bicycle,21.804339752830835,20.809072,0.8204044044044044,70.90458341658342,12.823638347479232,6.9535232,12.963598049009816,28.823400599400603,30.61751048951049,1.7941098901098869,-4.5256628489208005e-05,0.5881232127569629,120,120,0.016666666666666666,0.05,0.1,2,6.75,34.695402490050135,0.0,14.17992871768232,2,0,0,train
report_bicycle_0002,320,bicycle,20.452239225003375,20.236817006993007,0.8204044044044044,62.062592,10.58846799301941,7.0959527992008,13.180657225127815,27.79534065934066,19.735136,-8.060204659340659,3.800919314529666e-05,0.5177168072664994,120,120,0.016666666666666666,0.05,0.09166666666666666,2,6.75,34.17936859803811,0.0,12.535479112887113,2,0,0,train
report_bicycle_0002,330,bicycle,20.975069160907704,20.32848100699301,0.8204044044044044,62.062592,11.08413367118386,7.0959527992008,13.353298232631568,21.499104,31.405773773773774,9.906669773773775,9.636927744929089e-05,0.5284432478459675,120,120,0.016666666666666666,0.05,0.09166666666666666,2,6.75,33.02892908947594,0.0,9.317376000000001,2,0,0,train
report_bicycle_0002,340,bicycle,22.2697854526608,20.520243971971972,0.8204044044044044,62.062592,12.678470573727859,7.0959527992008,13.353298232631568,23.649472,39.782176,16.132704,0.0001913750409534681,0.5693126501231305,120,120,0.016666666666666666,0.05,0.09166666666666666,2,6.75,31.551952353603024,0.0,8.27205125125125,2,0,0,train
report_bicycle_0002,350,bicycle,23.86367156099491,22.622544,0.8204044044044044,62.062592,13.872110513078804,7.0959527992008,13.353298232631568,22.776224,40.338176,17.561951999999998,0.0002537242679013024,0.5813066307764947,120,120,0.016666666666666666,0.05,0.09166666666666666,2,6.75,30.08705809186503,0.0,7.8165016519480535,2,0,0,train
report_bicycle_0002,360,bicycle,25.511898736304214,25.84333984333984,0.8204044044044044,62.062592,14.759720180085358,8.027978044355645,13.571426699588477,15.792944944944944,21.6352,5.842255055055057,0.00027939776865632324,0.5785425982066095,120,120,0.008333333333333333,0.041666666666666664,0.08333333333333333,2,6.75,29.51202738109672,0.0,7.8165016519480535,2,0,0,train
